22	68.4315428963	11.7133577404	0.587533896322	70.5392217523
24	73336.3413002	0.828142337011	-6.42428696173	-73024.0426547
25	23236.3497332	0.39148604764	-9.69574933648	-22735.6824408
26	1934389.11227	2.93646356572	4.12119996625	13.8684620128
27	1368748.04915	2.12104994432	5.18647946777	-2.41894397601
32	169.758187817	5.4581023296	0.455317087692	-23.1286734406
33	220.376693072	3.97764422257	0.512560202571	-39.1615870524
34	174.131521298	4.85051982604	0.609849880118	-1.76214551759
39	3395450.47484	4.32550924974	3.30040066388	27.4603278714
41	127.710437588	8.05298862194	0.617888980893	26.1303480879
42	162.03767182	7.93039562175	0.680858638947	31.1829144506
43	136.324430111	7.83429174875	0.648840237268	23.3253988984
45	154.163304549	4.67911280489	0.661192311539	10.0932359294
47	6443374.18506	5.22744272468	2.9871510214	27.6061411937
50	150.692486055	6.56857003039	0.754409894596	27.4479287791
51	232.042759952	5.95831123868	0.877414444094	24.0008063115
54	2662073.44193	4.04965564443	3.37978714218	22.638196522
57	212.108691743	4.52895166028	0.823695681964	14.4974112407
59	168.112809571	6.66403036023	0.725511915441	16.9542683028
60	132.796847052	10.0593755529	0.669728017396	24.7753900633
61	138.53864131	8.59843069103	0.651384257999	21.1552053614
62	141.638686923	6.28132447932	0.598792308354	11.7003107251
63	121.912323324	7.89940710396	0.58524759336	18.5331811223
64	145.140993708	5.52912816902	0.609319686065	9.96659794145
66	201.624364626	3.4155186969	0.572675663667	-22.9158272484
68	158.487652819	7.44404827916	0.751485437041	22.69937644
69	188.342444397	6.55874235155	0.805460096305	17.640110735
70	230.46804163	5.25311272622	0.900994835353	12.2718843942
74	151.153236705	5.52445356201	0.652114967092	8.85670870674
75	199.250546463	4.43796614234	0.775699410952	0.169441984475
76	142.359650174	6.33281091307	0.700764756031	17.760484675
77	240.367837985	4.03610317629	0.89412245654	1.61553411152
78	139.071599667	6.90723753388	0.711490241588	15.4635869657
79	128.182174699	9.12211604403	0.719402861935	19.8517579239
82	552.225681773	3.26332638175	1.19546136692	-10.6875951262
89	128.325524694	9.69524436963	0.763317326791	20.9013845675
90	253.10287383	4.66333871181	0.893808839193	-9.94576789231
91	87.0548948337	18.9201162135	0.761794808858	40.1742755085
92	4163206.0696	7.87438931624	2.32509194767	45.5887378384
93	3610411.98836	17.9174050048	1.54828714854	60.0438932321
94	3887934.23428	19.9253141932	1.49612492594	58.5668842435
98	161.065387399	9.91977051486	0.926063574303	37.980341908
101	316.407854798	9.57732691335	1.03932833562	32.2422896308
104	182.541263403	16.5978248799	3.54226433265	100.326923071
